# betaPara  betaPerp  deltaPara  deltaPerp  beta  delta  energy
4.179036056542420499e-04 4.179035397986080613e-04 1.610970845913156342e-03 1.613211889204296812e-03 4.179036011644755811e-04 1.408873201372265807e-03 2.831981242637279479e+02
4.190172589467743860e-04 4.190171377984651738e-04 1.606121263608229714e-03 1.609278716082866191e-03 4.190172506873523226e-04 1.402529587670536598e-03 2.832224177043603959e+02
4.201305684287752994e-04 4.201303476238050713e-04 1.601165224665864785e-03 1.605288633591199108e-03 4.201305533751585803e-04 1.396051618188725403e-03 2.832467111449929007e+02
4.212435669393752393e-04 4.212431694257248792e-04 1.596096823932571665e-03 1.601239581188243326e-03 4.212435398384942924e-04 1.389432580610893905e-03 2.832710045856254055e+02
4.223563075843628526e-04 4.223556033555659391e-04 1.590909635195294526e-03 1.597129398040519465e-03 4.223562595728049072e-04 1.382665217822580872e-03 2.832952980262578535e+02
4.234688785229611709e-04 4.234676495651455578e-04 1.585596642098780493e-03 1.592955816546936252e-03 4.234687947371694981e-04 1.375741659714714701e-03 2.833195914668903583e+02
4.245814225066361154e-04 4.245793082070567883e-04 1.580150159854969323e-03 1.588716455335288571e-03 4.245812783618216498e-04 1.368653346099526699e-03 2.833438849075228632e+02
4.256941629513502287e-04 4.256905794350657906e-04 1.574561743118960177e-03 1.584408811691205609e-03 4.256939186405730535e-04 1.361390936394256271e-03 2.833681783481553111e+02
4.268074442795147835e-04 4.268014634047856632e-04 1.568822077785659739e-03 1.580030253340235138e-03 4.268070365266030531e-04 1.353944203948615095e-03 2.833924717887878160e+02
4.279217941579706655e-04 4.279119602745810468e-04 1.562920861349139561e-03 1.575578009544674300e-03 4.279211237233910138e-04 1.346301919304860152e-03 2.834167652294203208e+02
4.290380020114981942e-04 4.290220702068112167e-04 1.556846670793776395e-03 1.571049161425582463e-03 4.290369158442166437e-04 1.338451721380113681e-03 2.834410586700528256e+02
4.301572268325080397e-04 4.301317933695017600e-04 1.550586810066799728e-03 1.566440631426187051e-03 4.301554928812000912e-04 1.330379969123370119e-03 2.834653521106852736e+02
4.312811795872865494e-04 4.312411299391650187e-04 1.544127191549203972e-03 1.561749171844167882e-03 4.312784491604401780e-04 1.322071624293590097e-03 2.834896455513177784e+02
4.324122024673969803e-04 4.323500801019757446e-04 1.537452167172693573e-03 1.556971352302711402e-03 4.324079672105443444e-04 1.313510086695849222e-03 2.835139389919502833e+02
4.335535709605537803e-04 4.334586440583983657e-04 1.530544339476984719e-03 1.552103546066798756e-03 4.335470992416500012e-04 1.304677010067159743e-03 2.835382324325827312e+02
4.347097863023336025e-04 4.345668220276338958e-04 1.523384466898736059e-03 1.547141915050492984e-03 4.347000395843953272e-04 1.295552204937489450e-03 2.835625258732152361e+02
4.358868548925368277e-04 4.356746142517328550e-04 1.515951369302197087e-03 1.542082393380189058e-03 4.358723851662371922e-04 1.286113540885758027e-03 2.835868193138477409e+02
4.370926549577449759e-04 4.367820210008383636e-04 1.508221848843699451e-03 1.536920669330694815e-03 4.370714771275487098e-04 1.276336862162855091e-03 2.836111127544801889e+02
4.383373272929076345e-04 4.378890425786201085e-04 1.500170665578060654e-03 1.531652165428023810e-03 4.383067649609506634e-04 1.266195953213941280e-03 2.836354061951126937e+02
4.396336760541311715e-04 4.389956793274070652e-04 1.491770475147036635e-03 1.526272016508505459e-03 4.395901800164091796e-04 1.255662467768622285e-03 2.836596996357451985e+02
4.409980937473390017e-04 4.401019316409470394e-04 1.482992362187006549e-03 1.520775045450310434e-03 4.409369971210251875e-04 1.244706411494961957e-03 2.836839930763776465e+02
4.424496216691090728e-04 4.412077999470239245e-04 1.473805867675266395e-03 1.515155736276332455e-03 4.423649591160910680e-04 1.233296151224024233e-03 2.837082865170101513e+02
4.440108945903803428e-04 4.423132847180455862e-04 1.464178379765627373e-03 1.509408204254832943e-03 4.438951579927970454e-04 1.221397829993057724e-03 2.837325799576426562e+02
4.457093064499779945e-04 4.434183864837463215e-04 1.454075724038776185e-03 1.503526162601615370e-03 4.455531203159654777e-04 1.208975897780135761e-03 2.837568733982751610e+02
4.475763260543093509e-04 4.445231058146482755e-04 1.443462454086486468e-03 1.497502885279400732e-03 4.473681694508386316e-04 1.195993360129698427e-03 2.837811668389076090e+02
4.496480605828407479e-04 4.456274433172715990e-04 1.432301444588457602e-03 1.491331165276149140e-03 4.493739500994486957e-04 1.182411373577820337e-03 2.838054602795401138e+02
4.519656777623449724e-04 4.467313996270493503e-04 1.420553613638378355e-03 1.485003267686855035e-03 4.516088235415727627e-04 1.168188959161166416e-03 2.838297537201726186e+02
4.545759699895615224e-04 4.478349753985058699e-04 1.408176857079447043e-03 1.478510876678076208e-03 4.541163935292337906e-04 1.153281980054869215e-03 2.838540471608050666e+02
4.575352262408386339e-04 4.489381713369558166e-04 1.395127251889753759e-03 1.471845034916670954e-03 4.569491102354213282e-04 1.137644226022707216e-03 2.838783406014375714e+02
4.609064940108824077e-04 4.500409907025852024e-04 1.381360010374447058e-03 1.464996076739895998e-03 4.601657240861620787e-04 1.121228262123326021e-03 2.839026340420700762e+02
4.647590643868716211e-04 4.511434357261363652e-04 1.366824581397735935e-03 1.457953550803370258e-03 4.638308020151300716e-04 1.103980818780095872e-03 2.839269274827025242e+02
4.691806346115382094e-04 4.522455073964618054e-04 1.351466156451565630e-03 1.450706127009706095e-03 4.680260621572328869e-04 1.085844139450959549e-03 2.839512209233350291e+02
4.742723843377002579e-04 4.533472117045827870e-04 1.335227782921306807e-03 1.443241492713157005e-03 4.728457917404352609e-04 1.066757891596336900e-03 2.839755143639675339e+02
4.801582214581072297e-04 4.544485597822772640e-04 1.318049674018505245e-03 1.435546233860046129e-03 4.784054551305646900e-04 1.046658452918439305e-03 2.839998078045999819e+02
4.869897567725159728e-04 4.555495706000159926e-04 1.299874664307922164e-03 1.427605692398056401e-03 4.848463332082232602e-04 1.025483904815631484e-03 2.840241012452324867e+02
4.949492182816006471e-04 4.566502783941491102e-04 1.280653426729847942e-03 1.419403798145443254e-03 4.923382549917234164e-04 1.003178801098780597e-03 2.840483946858649915e+02
5.042548465874943219e-04 4.577507444210965294e-04 1.260351036630730183e-03 1.410922869521627227e-03 5.010846132152037150e-04 9.797001667711309914e-04 2.840726881264974963e+02
5.151653299761237278e-04 4.588510777300497476e-04 1.238958227624187801e-03 1.402143375557411134e-03 5.113265215666529208e-04 9.550278401145305711e-04 2.840969815671299443e+02
5.279767637615210294e-04 4.599514690328853402e-04 1.216502110857320233e-03 1.393043651603136524e-03 5.233400013697188597e-04 9.291742997723868771e-04 2.841212750077624491e+02
5.430257008993183334e-04 4.610522397582961056e-04 1.193057457463483732e-03 1.383599551882054709e-03 5.374388414144105853e-04 9.021949663749144867e-04 2.841455684483949540e+02
5.606944330991494620e-04 4.621539362980367472e-04 1.168778658616102502e-03 1.373784030965485891e-03 5.539795975239617497e-04 8.742177399392969499e-04 2.841698618890274020e+02
5.813494078146422923e-04 4.632574670999512335e-04 1.143900081912774952e-03 1.363566643552881425e-03 5.733042689301063319e-04 8.454430447457702159e-04 2.841941553296599068e+02
6.053724885161160859e-04 4.643643148279586125e-04 1.118728255928819193e-03 1.352912940723057129e-03 5.957695464791307269e-04 8.161361732259796425e-04 2.842184487702924116e+02
6.331515713936993741e-04 4.654768604892627298e-04 1.093676357120902101e-03 1.341783750215160432e-03 6.217382970534946927e-04 7.866590115534887340e-04 2.842427422109248596e+02
6.650327823583560222e-04 4.665988697870726955e-04 1.069279143109325408e-03 1.330134334504738973e-03 6.515352413156405001e-04 7.574834365625301427e-04 2.842670356515573644e+02
7.012910400540315345e-04 4.677361991105604593e-04 1.046187995599809047e-03 1.317913412675860482e-03 6.854200555262584572e-04 7.291861416570135333e-04 2.842913290921898692e+02
7.420905389665592537e-04 4.688979274433745063e-04 1.025149927867994399e-03 1.305062262908311720e-03 7.235510965221477082e-04 7.024285787911942842e-04 2.843156225328223172e+02
7.874972002396275718e-04 4.700971730925637693e-04 1.007003944928495714e-03 1.291513428111053328e-03 7.659974756267607732e-04 6.779527148886244298e-04 2.843399159734548221e+02
8.374243922486427705e-04 4.713534800300597945e-04 9.926964024651835188e-04 1.277189390510285755e-03 8.126900346577781934e-04 6.565945854066746693e-04 2.843642094140873269e+02
8.915285967192310406e-04 4.726952129093379192e-04 9.832060398008192481e-04 1.262001772794696299e-03 8.633254584558849821e-04 6.392140429208871500e-04 2.843885028547198317e+02
9.492790656859827246e-04 4.741624260087346681e-04 9.794635112142285795e-04 1.245850538253019148e-03 9.174328019743863485e-04 6.266192502157648002e-04 2.844127962953522797e+02
1.009985023843037490e-03 4.758107710449477378e-04 9.823579598414030820e-04 1.228623567924158957e-03 9.744012227028447286e-04 6.195725105157528102e-04 2.844370897359847845e+02
1.072744272731341025e-03 4.777160650761628742e-04 9.927206704634216478e-04 1.210196947494178140e-03 1.033434839789695208e-03 6.187752606235644073e-04 2.844613831766172893e+02
1.136428576324931229e-03 4.799797787754801455e-04 1.011262203272793965e-03 1.190435551270383396e-03 1.093542281992203975e-03 6.248098860004443851e-04 2.844856766172497373e+02
1.199684355997084582e-03 4.827401162827313851e-04 1.038479028256695733e-03 1.169201376727148963e-03 1.153543768241644925e-03 6.380575356745466376e-04 2.845099700578822421e+02
1.261052887743275511e-03 4.861604579474781908e-04 1.074610640054015145e-03 1.146353675379193889e-03 1.212176526271870839e-03 6.586582386447286611e-04 2.845342634985147470e+02
1.318982436223846118e-03 4.904509201724889002e-04 1.119642527317947023e-03 1.121746136694493252e-03 1.268118729786656173e-03 6.865121399474578270e-04 2.845585569391471950e+02
1.371842542999260860e-03 4.958901409831585486e-04 1.173249172735131443e-03 1.095254941248719090e-03 1.320015491692016433e-03 7.212428231523137579e-04 2.845828503797796998e+02
1.418041766798251941e-03 5.027911625494344613e-04 1.234758056091135722e-03 1.066794405448666860e-03 1.366568743758040261e-03 7.621729968525894948e-04 2.846071438204122046e+02
1.456107516543261177e-03 5.115081360790918246e-04 1.303172586280027575e-03 1.036312630196209190e-03 1.406615419668802696e-03 8.083434106444849915e-04 2.846314372610446526e+02
1.484740608657972348e-03 5.224461275087807473e-04 1.377193823078869030e-03 1.003807780694367666e-03 1.439184034514987259e-03 8.585426357439562926e-04 2.846557307016771574e+02
1.502896134471940186e-03 5.360472111782693151e-04 1.455255349042236437e-03 9.693475504704601904e-04 1.463561903860907936e-03 9.113510285771513021e-04 2.846800241423096622e+02
1.509837390118204002e-03 5.527760043990675304e-04 1.535583709757157864e-03 9.330738180417354546e-04 1.479336832954405902e-03 9.651998037278802832e-04 2.847043175829421671e+02
1.505169452157680650e-03 5.731442375738274048e-04 1.616254387794383105e-03 8.952524771697965410e-04 1.486442975917764715e-03 1.018452644445363812e-03 2.847286110235746150e+02
1.488898944074858221e-03 5.975620853549825718e-04 1.695270521726995397e-03 8.562547574939091558e-04 1.485128647544099343e-03 1.069468037008222509e-03 2.847529044642071199e+02
1.461428356118297904e-03 6.264102034025651779e-04 1.770649492760038727e-03 8.165020333546803288e-04 1.475993579123346814e-03 1.116647296371197024e-03 2.847771979048396247e+02
1.423584148385125458e-03 6.600440918469150948e-04 1.840519444874030722e-03 7.765054285618583439e-04 1.460017805542542261e-03 1.158547943852531077e-03 2.848014913454720727e+02
1.376578677617372416e-03 6.987158637592052546e-04 1.903251500843279077e-03 7.368626787275848978e-04 1.438479831060273002e-03 1.194005055930597980e-03 2.848257847861045775e+02
1.321870694761416963e-03 7.425647830394776876e-04 1.957524276955203979e-03 6.982129310673694999e-04 1.412821202218842885e-03 1.222164687392413365e-03 2.848500782267370823e+02
1.261113598058191199e-03 7.916161374949134358e-04 2.002333588641853814e-03 6.612031519716509397e-04 1.384597472674592173e-03 1.242473075540672257e-03 2.848743716673695303e+02
1.196105635293208706e-03 8.457861684662297454e-04 2.037027154849480309e-03 6.264422186679349455e-04 1.355434880500831947e-03 1.254681877484256159e-03 2.848986651080020351e+02
1.128711829786498101e-03 9.049784414741699054e-04 2.061345966304575436e-03 5.945431913079365091e-04 1.327014354898577381e-03 1.258911723817952117e-03 2.849229585486345400e+02
1.060737421089360611e-03 9.688902633753193041e-04 2.075425510296625368e-03 5.660653803804537336e-04 1.300839289920579546e-03 1.255619074389878725e-03 2.849472519892669879e+02
9.938235961648529595e-04 1.037210746064269606e-03 2.079726650980536027e-03 5.414173613677876733e-04 1.278255429516616127e-03 1.245474558120750891e-03 2.849715454298994928e+02
9.294506079491633016e-04 1.109669729792573572e-03 2.074990155958233821e-03 5.208993298268595239e-04 1.260482617653882085e-03 1.229345655121940814e-03 2.849958388705319976e+02
8.688460525622035543e-04 1.186122269264988302e-03 2.062201486092269352e-03 5.047812080229769271e-04 1.248579193671471750e-03 1.208310007851712319e-03 2.850201323111645024e+02
8.129433214029702093e-04 1.266467039205435843e-03 2.042507642035808028e-03 4.933494838304217133e-04 1.243355049725842175e-03 1.183605543917232335e-03 2.850444257517969504e+02
7.623647791050268798e-04 1.350708134759258817e-03 2.017125798590590612e-03 4.869275080647405152e-04 1.245392563737120250e-03 1.156557335913907915e-03 2.850687191924294552e+02
7.174544963818973563e-04 1.438940386783482076e-03 1.987264123484561423e-03 4.859456897759644248e-04 1.255068332617306770e-03 1.128545293872873631e-03 2.850930126330619601e+02
6.783206298228147213e-04 1.531346426899792479e-03 1.954078200804468691e-03 4.910393015021117689e-04 1.272590951843249928e-03 1.101021273046124977e-03 2.851173060736944080e+02
6.448533524683995469e-04 1.628045150644165384e-03 1.918637327273740173e-03 5.031202748488910635e-04 1.297928240989572974e-03 1.075520029829602061e-03 2.851415995143269129e+02
6.167495654966801766e-04 1.728948173513199802e-03 1.881875867656130621e-03 5.233036935943562390e-04 1.330745599964282180e-03 1.053570487821685808e-03 2.851658929549594177e+02
5.935821026106490863e-04 1.833921197574785601e-03 1.844562047354374222e-03 5.530661569479203244e-04 1.370565836845931765e-03 1.036760306819992658e-03 2.851901863955918657e+02
5.748566883896436821e-04 1.941985529080217160e-03 1.807307782739196993e-03 5.939761784871910302e-04 1.416350413574389393e-03 1.026585732135773012e-03 2.852144798362243705e+02
5.600233400668595341e-04 2.052123094389064588e-03 1.770573018824123145e-03 6.475463010307228474e-04 1.466985835089815952e-03 1.024368247194901811e-03 2.852387732768568753e+02
5.485227863577950324e-04 2.162682886829584566e-03 1.734665827991458851e-03 7.153656902600419743e-04 1.520976308056903176e-03 1.031333156140522983e-03 2.852630667174893233e+02
5.398157731218650515e-04 2.271435907567189404e-03 1.699760870043794201e-03 7.987911065146845267e-04 1.576503293802731858e-03 1.048444186903466383e-03 2.852873601581218281e+02
5.334038061738396010e-04 2.375612111554758956e-03 1.665919448714485787e-03 8.987740194402224058e-04 1.631467024076963240e-03 1.076320141195587525e-03 2.853116535987543330e+02
5.288448951660906609e-04 2.471953665659635743e-03 1.633111922400323031e-03 1.015647528375604068e-03 1.683532341547341795e-03 1.115130110905074605e-03 2.853359470393868378e+02
5.257584901532677763e-04 2.556944512074173226e-03 1.601239803767051358e-03 1.148927509678027972e-03 1.730268785457120002e-03 1.164496518191014294e-03 2.853602404800192858e+02
5.238246681548711569e-04 2.627189990448408445e-03 1.570151796534856401e-03 1.297415636648824267e-03 1.769374195064816720e-03 1.223570935056416623e-03 2.853845339206517906e+02
5.227858756374809297e-04 2.679055098456843871e-03 1.539657275159274970e-03 1.458991515543990288e-03 1.798462502813911188e-03 1.290923948906759836e-03 2.854088273612842954e+02
5.224435328953013847e-04 2.709576455948884549e-03 1.509538697150258901e-03 1.630513508795292240e-03 1.815599116941652531e-03 1.364498069330673377e-03 2.854331208019167434e+02
